# T,mean_diam,std_diam
1.000000000000000000e+01,6.779439538737717541e+00,3.271406447361219882e+00
1.000000000000000000e+02,2.020473140249288146e-01,9.827378622627110094e-02
2.000000000000000000e+02,6.448980521550450040e-02,3.712262062924659434e-02
3.000000000000000000e+02,3.954081296999234496e-02,2.583534882267464472e-02
4.000000000000000000e+02,3.197884337213191541e-02,2.675463789715293653e-02
5.000000000000000000e+02,2.500895887445054797e-02,1.695850211728308632e-02
6.000000000000000000e+02,1.705392478521227176e-02,8.924589308724972803e-03
7.000000000000000000e+02,1.388223463158015994e-02,5.001751815677337766e-03
8.000000000000000000e+02,1.362873370656081905e-02,4.921145047958460153e-03
9.000000000000000000e+02,1.103497788241114032e-02,3.242989827406819216e-03
1.000000000000000000e+03,1.064483737325371861e-02,3.189868285545327618e-03
2.000000000000000000e+03,6.283492074599247683e-03,2.947184045424910189e-03
3.000000000000000000e+03,4.372998721434885258e-03,1.837869694852998061e-03
4.000000000000000000e+03,3.259282598261027588e-03,7.040214501495212695e-04
5.000000000000000000e+03,2.939239840177389641e-03,6.500900980501758122e-04
6.000000000000000000e+03,2.641338062598569576e-03,8.168392043083109143e-04
7.000000000000000000e+03,2.414349125955608886e-03,7.349761782189438665e-04
8.000000000000000000e+03,2.130015279506448228e-03,9.345147601854643859e-04
9.000000000000000000e+03,1.807797556589671364e-03,1.010355246226073275e-03
1.000000000000000000e+04,1.471635054045314448e-03,8.642611086998673153e-04
1.500000000000000000e+04,8.117231033024127195e-04,3.330140578289171312e-04
2.000000000000000000e+04,5.547775546541130077e-04,2.558870504465333962e-04
2.500000000000000000e+04,3.638656222838342166e-04,1.384387498944099468e-04
3.000000000000000000e+04,2.965142433188435898e-04,1.245968232052835736e-04
