# T,mean_norm_err,std_norm_err
1.000000000000000000e+00,9.999725009870580328e-01,6.732138307537673151e-08
5.000000000000000000e+02,2.253246808477635081e-03,7.992131421847586568e-04
1.000000000000000000e+03,2.243332840893880360e-03,7.828164643316650037e-04
2.000000000000000000e+03,2.205472864377170088e-03,7.607087455308686160e-04
3.000000000000000000e+03,2.192743020042652469e-03,7.381004338761619921e-04
4.000000000000000000e+03,2.179067536689933190e-03,7.665236851397207478e-04
5.000000000000000000e+03,2.197812681225033791e-03,7.405260732475767637e-04
6.000000000000000000e+03,2.161162109091022999e-03,7.091951593056075804e-04
7.000000000000000000e+03,2.153984167790842265e-03,6.726557675667506949e-04
8.000000000000000000e+03,2.104964309621208847e-03,6.414715253817126475e-04
9.000000000000000000e+03,2.118879147603078793e-03,6.645919210755108593e-04
1.000000000000000000e+04,2.085147023314140417e-03,6.739990510019151435e-04
2.000000000000000000e+04,1.957585295064406036e-03,5.451996779361801843e-04
3.000000000000000000e+04,1.866685535270980190e-03,4.518229599225952403e-04
3.000200000000000000e+04,1.867522161827900404e-03,4.521259931217132288e-04
